Character,Season,Day,Weather,CC_Completed,BFF_6PlusHearts,Spouse,Start,End,Location
Elliott,Spring,Thursday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Monday,Nice,Yes,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Monday,Nice,Yes,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Monday,Nice,Yes,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Monday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Monday,Nice,No,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Monday,Nice,No,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Monday,Nice,No,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Monday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Monday,Nice,Yes,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Monday,Nice,Yes,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Monday,Nice,Yes,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Monday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Monday,Nice,No,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Monday,Nice,No,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Monday,Nice,No,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Monday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Tuesday,Nice,Yes,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Tuesday,Nice,Yes,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Tuesday,Nice,Yes,No,No,1/1/2000 15:00,1/1/2000 18:20,Beach
Elliott,Spring,Tuesday,Nice,Yes,No,No,1/1/2000 18:20,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Tuesday,Nice,No,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Tuesday,Nice,No,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Tuesday,Nice,No,Yes,No,1/1/2000 15:00,1/1/2000 18:20,Beach
Elliott,Spring,Tuesday,Nice,No,Yes,No,1/1/2000 18:20,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Tuesday,Nice,Yes,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Tuesday,Nice,Yes,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Tuesday,Nice,Yes,Yes,No,1/1/2000 15:00,1/1/2000 18:20,Beach
Elliott,Spring,Tuesday,Nice,Yes,Yes,No,1/1/2000 18:20,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Tuesday,Nice,No,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Tuesday,Nice,No,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Tuesday,Nice,No,No,No,1/1/2000 15:00,1/1/2000 18:20,Beach
Elliott,Spring,Tuesday,Nice,No,No,No,1/1/2000 18:20,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Wednesday,Nice,Yes,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Wednesday,Nice,Yes,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Wednesday,Nice,Yes,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Wednesday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Wednesday,Nice,No,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Wednesday,Nice,No,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Wednesday,Nice,No,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Wednesday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Wednesday,Nice,Yes,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Wednesday,Nice,Yes,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Wednesday,Nice,Yes,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Wednesday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Wednesday,Nice,No,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Wednesday,Nice,No,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Wednesday,Nice,No,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Wednesday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Thursday,Nice,Yes,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Thursday,Nice,Yes,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Thursday,Nice,Yes,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Thursday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Thursday,Nice,No,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Thursday,Nice,No,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Thursday,Nice,No,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Thursday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Spring,Thursday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Spring,Thursday,Nice,No,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Spring,Thursday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Spring,Thursday,Nice,Yes,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Spring,Friday,Nice,Yes,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,Yes,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Spring,Friday,Nice,Yes,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Spring,Friday,Nice,No,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,No,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Spring,Friday,Nice,No,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Spring,Friday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Spring,Friday,Nice,No,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Spring,Friday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Spring,Friday,Nice,Yes,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Saturday,Nice,Yes,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Saturday,Nice,Yes,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Saturday,Nice,Yes,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Saturday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Saturday,Nice,No,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Saturday,Nice,No,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Saturday,Nice,No,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Saturday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Saturday,Nice,Yes,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Saturday,Nice,Yes,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Saturday,Nice,Yes,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Saturday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Saturday,Nice,No,No,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Saturday,Nice,No,No,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Saturday,Nice,No,No,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Saturday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Spring,Sunday,Nice,Yes,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,Yes,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Spring,Sunday,Nice,Yes,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Spring,Sunday,Nice,No,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,No,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Spring,Sunday,Nice,No,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Sunday,Nice,No,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Sunday,Nice,No,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Sunday,Nice,No,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Sunday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 12:00,Home
Elliott,Spring,Sunday,Nice,Yes,Yes,No,1/1/2000 12:00,1/1/2000 13:30,Beach
Elliott,Spring,Sunday,Nice,Yes,Yes,No,1/1/2000 13:30,1/1/2000 15:00,Home
Elliott,Spring,Sunday,Nice,Yes,Yes,No,1/1/2000 15:00,1/1/2000 18:00,Pelican Town
Elliott,Spring,Sunday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Summer,Monday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Monday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Monday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Monday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Monday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Monday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Monday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Monday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Monday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Monday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Monday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Monday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Tuesday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Tuesday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Tuesday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Tuesday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Tuesday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Tuesday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Tuesday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Tuesday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Tuesday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Wednesday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Wednesday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Wednesday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Wednesday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Wednesday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Wednesday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Wednesday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Wednesday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Wednesday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Thursday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Thursday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Thursday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Thursday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Thursday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Thursday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Thursday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Thursday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Thursday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Thursday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Thursday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Thursday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Friday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Friday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Friday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Friday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Friday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Friday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Friday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Friday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Friday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Friday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Friday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Friday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Saturday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Saturday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Saturday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Saturday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Saturday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Saturday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Saturday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Saturday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Saturday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Saturday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Saturday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Saturday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Sunday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Sunday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Sunday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Sunday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Sunday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Sunday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Sunday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Sunday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Sunday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Summer,Sunday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Summer,Sunday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Summer,Sunday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Fall,Monday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Fall,Monday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Fall,Monday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Fall,Monday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Fall,Monday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Fall,Monday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Fall,Monday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Fall,Monday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Fall,Monday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Fall,Monday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Fall,Monday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Fall,Monday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Fall,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
